monthly_charges,tenure,contract_type,data_usage,support_calls,churn
45.83303859944242,65,One year,39.446623588800364,8,0
20.717875226068312,49,Month-to-month,44.593607240536734,5,1
126.00998569912844,3,Month-to-month,21.690870978826478,2,1
111.89145470019022,45,Month-to-month,45.4971571927196,9,0
114.77093184532835,14,Two year,18.865902698159644,2,0
120.26514506917295,30,Two year,48.20392082450541,0,0
29.62580472543175,68,Month-to-month,4.464476226278647,4,1
66.60054471075543,18,One year,34.350963325162134,3,0
35.062977738266866,62,Two year,24.690702022846434,8,1
132.20344536382714,37,Month-to-month,19.382440272782354,8,1
101.02875648758253,25,One year,31.635593937430045,4,1
63.0167432308444,48,Two year,35.19285458171656,9,0
28.26258553718307,65,One year,0.21816348251545437,3,0
60.42770182303609,53,One year,8.347654437359935,6,0
62.27383186347711,15,One year,35.65230253171593,5,1
114.84880318394833,49,One year,33.31927067891032,3,0
102.88247127617771,68,Two year,48.30237525643386,9,0
135.33765653492244,12,Two year,38.05188951253915,1,1
81.38794027105341,59,Two year,47.5386353865669,0,1
35.54725197197922,37,Month-to-month,35.127025076740345,3,0
112.72182233898936,61,Two year,14.902610431972157,3,0
118.90205632019666,43,One year,5.2682461125428235,0,0
92.96603568403451,70,Two year,39.09119316724678,5,0
120.22573339409293,39,One year,32.2074610737958,3,1
84.1934275273708,56,Month-to-month,2.4093006196648115,0,1
87.95526781965923,63,One year,18.002523295048917,0,0
75.58033238661145,46,One year,47.83999077421431,0,1
23.304486476732375,11,One year,25.02005728551006,7,1
34.02588550912958,62,Month-to-month,21.636456800985233,9,1
24.085794139275453,25,Two year,22.8849802579647,7,0
102.73335346429145,71,Two year,10.444136200258185,1,0
60.866277539922464,52,Month-to-month,18.43535854323976,6,1
86.11418985141135,4,One year,18.49066279935883,7,1
137.9836416103921,59,Two year,2.6177510093736203,7,0
52.40798978935374,72,Month-to-month,38.37838142589591,9,0
73.34977999463186,20,Two year,20.82522159519395,6,1
118.22164801059633,63,Month-to-month,41.10899434082116,4,0
49.74376151391092,54,One year,42.51740005599477,0,1
30.00738827774309,57,Two year,10.599702734932903,8,0
57.667688878789846,41,Month-to-month,32.86767410850643,6,0
40.958767343020575,3,Two year,23.614090208149086,1,0
140.8606948045345,6,Two year,44.00783689607425,5,1
125.0556493433742,5,Two year,10.787033958822706,1,0
102.34248834635505,5,Two year,33.89066001550221,0,1
133.2898767244033,54,Month-to-month,30.387606112636128,6,0
124.47736999688487,47,One year,14.76507387859164,1,0
44.254107655184654,49,Month-to-month,6.830045182558631,1,0
136.0326698036971,9,Month-to-month,32.58198802386383,4,1
90.11449144903459,20,Month-to-month,36.92987290661654,4,1
124.96722017132812,61,One year,15.7813671881675,6,1
136.49186899005412,35,Two year,32.24163020111569,0,1
61.3404517463423,50,Two year,19.75654538057516,7,0
34.30675018859798,62,Two year,35.66034416413088,2,0
49.631571130452414,17,One year,9.960763744702655,3,1
75.52401252141331,3,Two year,44.51075013180872,8,1
126.3419195699241,32,One year,14.370479823278986,3,1
131.89497582332464,13,Two year,18.389299387807647,9,1
20.903776969054793,68,Two year,2.9045976040174892,4,0
86.39714933508354,14,Month-to-month,5.57561061606382,6,1
74.26343040934127,11,One year,25.793095135616404,3,1
48.874015361194935,56,Month-to-month,13.379633836398575,0,0
35.58249775337876,67,Month-to-month,41.77401128710972,8,1
63.88997228247163,29,Month-to-month,0.7346694327476921,3,1
142.5782615086275,9,One year,18.95470243359681,8,1
62.01638116269818,67,One year,16.867277338454635,5,0
87.44278082663759,25,Two year,0.9663815458800518,0,0
111.39246465637312,42,Month-to-month,6.2184199500255115,2,1
67.27184830930821,9,Two year,20.682133745931765,1,0
146.3316707537249,40,Month-to-month,24.64322922237233,8,0
145.11814834247446,25,One year,20.214487362743455,0,1
52.73169845729734,5,One year,26.546883920604692,8,1
84.64230576601011,11,One year,29.756583745284075,8,0
59.11418027618006,59,Month-to-month,0.4961910563917815,7,0
57.02926426907079,38,One year,23.204757972675193,7,0
24.79530315608926,72,Month-to-month,48.17496204437941,0,0
99.24336341738659,5,Two year,25.951614006477435,7,0
85.348273019752,48,Month-to-month,33.87711337294766,9,1
26.692237662498616,18,Two year,15.59319289584416,2,0
56.22404035075949,70,Month-to-month,38.699568907638124,6,0
138.074565175665,37,Two year,38.64607409380575,0,0
51.143045786706416,60,One year,26.064802382706947,0,1
38.836333371859,48,Two year,48.80069116396068,9,1
83.6288588360832,28,One year,6.277510738132669,4,1
148.1345590343781,69,One year,0.8473832444790497,4,1
51.46718529649505,40,Two year,38.5079105878548,7,1
107.37762116276421,45,Month-to-month,40.35777686824413,6,1
119.01054999273329,62,Month-to-month,6.0103614560288126,7,1
50.892880719011956,58,Month-to-month,13.279141647930304,5,1
114.66812531954174,67,Month-to-month,0.8776181683314455,5,0
67.81180725350292,56,Month-to-month,14.665430539028234,1,1
102.19975797716533,40,One year,38.657093695933575,5,1
102.35886239891632,40,Month-to-month,25.898026385628945,4,1
89.6507089297186,33,One year,17.404779658414405,2,1
31.73767010707308,6,One year,18.586964745316514,5,1
128.58932442660094,19,One year,0.0676812857734077,7,1
61.70140844632566,40,Two year,14.990026378261796,8,0
44.24740635198105,59,Two year,32.32293708189653,0,0
25.30076840211931,59,One year,48.70972219081786,2,1
96.81608261447144,48,Two year,42.353041349194974,2,0
108.08336703949671,41,Month-to-month,1.1797482322764563,7,1
22.1564177606213,13,Month-to-month,44.928030233741964,0,0
86.57209757890652,45,One year,39.1599206649313,4,0
49.44445077573194,53,Month-to-month,39.01880617854902,2,1
103.87246275322848,42,One year,22.899787950178574,1,1
42.667635770648886,63,One year,19.90026464772514,7,0
109.82190595332057,27,Month-to-month,15.14578644165963,2,1
70.27559501906987,38,Two year,3.284742947718289,6,0
141.7748985357755,60,Month-to-month,11.411768174684955,0,1
37.877722738979124,7,Month-to-month,12.33018174890123,5,0
64.3386256365336,5,One year,24.20385348551008,2,0
34.75155776127658,45,One year,37.3722203298347,7,0
140.21017037621317,58,One year,23.69049141989733,5,0
134.05411593952755,31,One year,2.8922224723580303,1,1
53.53241160297023,23,Two year,47.88949004941019,5,0
105.79792598444328,42,Two year,47.13621595470561,6,1
126.23888602615806,10,Two year,39.25947715742042,4,1
92.1761055079301,32,One year,49.56639507821103,2,0
88.85457518628084,53,One year,27.224116640013147,3,1
51.44079781705872,30,One year,48.138417512660304,3,1
32.1033598147669,39,Two year,3.7802520308375387,5,1
136.63804853393248,31,One year,18.284037413068567,9,0
137.05434743123294,2,Month-to-month,11.269063400338291,0,1
102.30318944552484,12,Month-to-month,9.7916542067135,3,1
64.07387283633109,39,One year,7.040147444633805,9,1
65.39724469964591,66,Month-to-month,31.120682078299833,3,0
114.37423825313113,13,Month-to-month,39.06609278736525,9,1
136.62433379383504,46,Two year,28.914919971018033,0,1
135.32123515446526,27,One year,7.348135479410484,8,1
121.3838209614911,17,One year,40.55618849667354,3,1
103.4641140000574,60,Two year,31.797735358186426,6,0
30.93819544935635,64,Month-to-month,19.408285306349775,2,0
41.011732832299785,35,Month-to-month,33.70651477680315,9,0
136.8120445085203,70,One year,12.995248962141643,2,1
98.83577775574669,30,Month-to-month,17.259610424710527,7,0
21.195616710161854,71,Two year,45.87429215659951,7,0
33.191300572584176,63,Two year,14.52522528357102,0,0
106.25522998404726,28,One year,23.49941340789683,9,0
20.65800590000843,60,Two year,44.507056869800735,1,0
40.90504668427482,37,Two year,35.386067513376375,7,1
91.3353926176562,22,One year,3.1101613082351376,0,0
109.94637570005013,68,Two year,7.365152213948517,7,0
104.75496373533807,20,Two year,0.3920795385958409,7,0
49.15501022987277,68,Two year,31.54608951145817,1,1
112.58329877517966,64,Month-to-month,22.383671270520917,3,1
50.84238137458401,17,One year,6.713742545113776,5,1
62.3019607607048,12,One year,47.896706052838525,8,1
117.04388266534313,22,One year,26.482986197280994,7,1
104.4522768761379,17,Month-to-month,12.094664705644458,7,1
130.39904336424314,10,Month-to-month,25.03017855773538,6,1
105.48967599904464,65,One year,33.98101663675539,8,1
93.88011843361132,22,Month-to-month,3.811960898678224,1,1
32.17771981765202,50,One year,13.7351907523946,2,1
67.80305439772636,14,Month-to-month,40.34827454419968,9,0
54.476307798624305,64,Two year,22.983243520133062,7,0
51.718653639280866,47,Two year,27.328857101614744,5,0
146.49137211781795,29,One year,21.640800110473464,9,0
71.10270420667885,36,Month-to-month,2.194997132150256,8,0
135.9660521730247,52,Month-to-month,8.287488991007796,9,0
102.04802137964418,7,Two year,22.277081937094543,3,1
123.3254694604143,29,Two year,10.459273270396391,7,0
85.34282210367498,11,Month-to-month,2.4989514329839366,9,1
94.99750500142669,33,Month-to-month,42.182483202591186,2,1
84.0273001964523,6,Month-to-month,49.05962645820579,2,1
45.38158841374579,32,Month-to-month,39.65714369983697,7,1
113.91877498399569,51,Month-to-month,42.68924608523335,4,1
56.500407117311255,58,Month-to-month,12.098856515852269,2,1
23.161075636089,26,One year,48.031348775659986,9,1
103.91139846793182,46,Month-to-month,9.846285222671419,0,0
43.024388322916366,29,Two year,47.571490518091615,2,0
142.25961596587888,4,One year,49.74096469829755,8,1
144.01071501033636,13,Month-to-month,35.586140287302435,4,1
138.93237072865833,39,Two year,49.0571865895911,9,0
68.12063103320777,15,One year,28.476988978355184,1,0
22.009360148752766,29,Two year,12.977089158804517,6,1
140.6814131364043,29,Month-to-month,21.849794283281042,1,1
75.66393928125086,32,Month-to-month,29.678046768939296,3,0
145.66512647567703,2,Month-to-month,3.6540781013507493,6,1
145.27059702160287,47,Month-to-month,31.117163230862303,3,1
130.89122921075682,22,One year,49.058891838114725,6,1
58.27835596904614,27,One year,9.505382489186381,6,0
70.06270471825027,67,Two year,39.62975581441916,0,0
130.6477672971914,56,Month-to-month,45.39493968898097,5,1
61.1998606703161,21,Two year,47.18507964101104,8,1
42.03405706919202,47,One year,48.00678022027236,1,0
92.38416411958552,59,Month-to-month,26.072981936073596,2,0
141.70012064090153,6,Month-to-month,48.865395399575185,9,1
110.48387356774649,19,One year,37.86551035672194,4,0
94.10795211161745,57,One year,8.083571811848095,8,1
32.63294419019991,69,One year,23.8450053233985,3,0
99.95093947089207,3,One year,35.9165587686002,0,0
148.70700051355422,1,One year,12.367015790954166,3,1
38.210921980748125,58,Month-to-month,32.03075917744437,5,0
87.38285480728578,38,One year,33.33002395233096,4,1
134.0584993506342,15,Month-to-month,8.134987190428294,0,1
116.29992030804658,34,Month-to-month,28.254265622637813,3,1
110.61204632938484,61,One year,38.581345548930386,5,0
111.3229309183242,35,One year,24.944783226797096,9,0
66.73384965856818,64,Month-to-month,0.6051558388053713,9,0
58.16693975438414,25,One year,0.45192345396460887,3,1
125.21695021220677,24,One year,17.851467198500607,8,0
125.31474130829349,12,One year,46.3097034215891,4,1
132.71940141541347,18,Two year,11.433838980180438,7,1
138.72127183234127,15,Month-to-month,31.718184443584356,8,1
86.47451185192192,27,Two year,11.103793534666028,9,0
85.19711830933595,72,One year,16.08349948297743,4,0
123.77837326568077,60,Two year,42.4021044800742,5,1
104.49531100110947,46,One year,36.443072113497344,0,1
111.25569404350144,17,Two year,4.769963865660531,6,0
123.45304702669314,53,One year,21.43510104932168,3,1
135.7006944362836,8,Two year,1.4584881822632234,1,1
63.93937039069966,27,Two year,24.04450733015045,4,0
68.82578384319272,46,Two year,33.121700585053404,2,0
32.21765217931297,50,Month-to-month,5.925131179907578,5,0
95.17641832950261,71,Two year,14.444246945458284,7,0
24.67249559357647,3,Month-to-month,19.891831275107847,6,0
80.52774235721982,64,One year,45.976551232802485,2,0
90.54380251198496,44,Two year,49.662750771148204,7,0
57.25036277667697,53,One year,2.2455649497807926,1,1
96.8083238739714,24,One year,38.0503961747696,9,0
23.965032492076425,60,Two year,18.58620332011716,8,0
24.855264537397872,3,Month-to-month,19.622909311474,3,0
126.93807288575557,20,Two year,37.71324866735114,0,1
66.82478338346417,46,One year,45.921321607270436,7,0
36.51786664474503,15,One year,47.54642972512742,6,0
87.89162380712457,25,Two year,28.856129301916038,4,1
120.0991619028194,71,Month-to-month,17.85605796502514,9,1
48.056733574589614,17,Month-to-month,39.377454292938964,4,0
100.97576185647003,9,One year,12.550069163115014,6,1
31.09517044918984,38,One year,28.20370144167589,4,0
26.718623751919,48,Month-to-month,17.92892307624366,7,0
89.07610210385924,60,Two year,32.83155368539381,5,0
90.28256580931385,63,One year,12.019945644675346,4,1
102.86588719476686,2,Month-to-month,9.579647286741288,8,1
114.391873383946,72,One year,45.91195433377185,1,0
146.8607703301295,11,Two year,5.090184147476845,0,1
87.11904527915539,64,Month-to-month,25.297895386746582,7,0
61.98434148236198,72,One year,11.042639148150446,2,0
123.37420531993148,21,Two year,1.9464981662833725,6,1
55.20819266406965,18,One year,1.8009409145713196,9,1
77.06628469173269,64,Two year,8.761088605291366,7,0
30.199329574494577,38,Two year,43.338517725300015,5,0
23.29559664400948,32,Month-to-month,14.123937198851333,9,1
145.14429390813024,11,Two year,47.52295852876479,8,1
128.67741566658674,45,One year,29.08111464945968,6,1
110.47664679218073,33,Two year,21.830709488438305,9,0
73.16388277385508,41,Two year,29.00444173347273,4,0
42.52826160920995,8,Month-to-month,25.834919261313388,7,0
40.33681554724119,11,Two year,37.93881268786626,1,0
52.531576761397396,51,Two year,14.124803298642613,6,0
91.39946641179566,41,One year,17.65251958001512,3,1
112.8974699510081,17,Month-to-month,44.704715126662535,8,0
105.82565897330507,46,Month-to-month,47.322825657520276,0,1
56.391406602972566,32,Month-to-month,44.62791137432372,6,1
144.1324864862152,54,Two year,20.97239969786568,5,0
115.9265991704499,20,Month-to-month,39.01827515034408,7,1
92.06602682648209,33,Two year,23.81678666505494,4,1
99.5236970104658,40,Two year,24.87699260730511,0,1
74.54800811561269,32,One year,10.234005452864197,0,0
52.20502863515047,2,One year,29.556515162925823,8,1
66.27644822466401,33,One year,9.306794887667397,9,0
118.51999436036799,30,One year,16.57823495335969,5,0
21.871153521868262,33,One year,42.75151008099676,9,1
35.08944326589911,26,Two year,10.353790460542761,4,0
25.980343462827857,22,Two year,3.557914258671641,0,1
25.294744301466118,66,Month-to-month,3.450379630640815,5,0
131.20987592143092,38,Two year,47.03922602515539,5,1
111.47552171940308,46,Two year,25.34602189809173,2,1
81.64259778135226,15,One year,20.470603590850917,7,1
32.71844088463019,44,Two year,40.543929050395924,0,0
83.9100637651882,49,One year,41.7912963955258,0,1
81.55133020147355,61,Month-to-month,16.60955165578023,5,0
42.51624308830198,67,Month-to-month,34.68090287368976,9,1
76.4007144009365,6,Two year,38.55614079259433,0,1
71.80561547165854,9,Month-to-month,32.73253434329773,5,1
100.06051274678813,6,Two year,7.579753740004969,0,1
102.5621746127937,32,Month-to-month,43.79415417585285,5,1
25.889521270365787,41,One year,26.954727636800435,2,1
68.69963990144126,8,One year,14.123621318500184,7,0
101.36178904285073,72,One year,21.261409271884695,5,0
85.4077136154114,50,One year,1.878554519945369,0,0
131.34367935448188,62,Two year,6.3933400611208775,4,1
105.63017211046285,62,Month-to-month,38.277337525793044,7,1
41.18147552058586,7,Two year,0.0005817377683070557,2,1
29.17393716205588,4,One year,20.82829142411461,5,0
103.51450616682104,6,Two year,26.125509054279423,4,0
23.446470370410836,58,Month-to-month,2.7317210000486147,5,0
96.15082556555024,22,Two year,48.653908148616644,9,1
142.22993138524447,26,Month-to-month,11.306266562483597,0,1
94.81164312386426,3,Two year,15.209935981814043,6,1
70.46209040684785,41,Month-to-month,15.197125612751366,8,1
103.62746839750591,60,Month-to-month,11.520833105867496,1,0
79.57287576389716,14,One year,0.0736911043155708,9,0
90.93018261107154,12,Month-to-month,36.467239704399816,4,1
142.39042514094825,12,One year,48.34227498996427,9,1
70.19334291410065,13,One year,11.214674164252253,3,0
144.95477329710883,25,One year,33.15235959017112,5,1
137.69558345428828,45,Two year,37.094816347935755,5,1
45.452847522608536,19,Two year,42.421268954526234,1,1
29.01696911377151,55,Two year,21.131459850680457,1,1
33.10114017906547,45,Two year,15.146545282021462,3,0
22.368837334701464,8,Month-to-month,16.264756701151555,0,0
32.27758489827069,53,Month-to-month,35.63106665492564,8,1
108.7908805441264,55,Two year,40.8389733252818,6,0
29.254524299829768,32,Month-to-month,9.080698387830132,6,0
61.46683193818897,51,Month-to-month,18.54705040788826,2,1
129.8337904260291,44,One year,45.097009837457506,2,0
23.025351645657363,70,One year,40.33467598473696,0,0
125.88090273656165,18,One year,49.24292013812379,2,1
56.64112072054199,22,One year,37.712412984104034,2,0
35.36142759081531,37,Month-to-month,19.659760051396113,3,1
110.57583149733958,56,Two year,29.531891699731887,3,0
101.76257008138492,59,Month-to-month,33.050712712366014,2,1
134.0713617585169,3,Month-to-month,3.9227908158561977,9,0
115.55923569450515,28,Month-to-month,27.224847955193255,7,1
124.45252095003032,35,One year,35.46604142363048,7,1
56.66449443426984,61,One year,8.366065200053018,0,0
43.06714069136397,54,One year,39.031585871277855,6,0
117.57991771331159,63,Two year,29.18863902570558,1,0
124.88851610474433,7,Month-to-month,47.61108928487973,0,1
148.76566846008754,49,Two year,2.121114910344585,2,0
73.64029799848544,31,One year,13.26630687777335,3,1
68.36235115306181,58,Two year,30.077693964991205,5,1
120.9336848964596,61,Month-to-month,14.827995610296535,9,1
64.30446023289232,24,Month-to-month,35.721208203562114,4,1
140.99845232846343,20,One year,37.95026412609655,3,0
131.59365773959155,37,One year,5.125798203323723,7,1
75.76922355875239,4,Two year,25.692723210338386,3,0
117.61323881289466,20,One year,25.444527779552793,9,1
118.09057363100871,60,One year,18.464038510777055,1,1
33.40610294867124,24,Month-to-month,46.646243128483604,2,1
137.33187786834367,50,One year,41.37531599366106,5,1
85.68280841822143,49,One year,34.86046909548184,7,1
127.43947059400641,51,Month-to-month,35.716331786749876,7,1
61.60644813397953,36,Month-to-month,23.085807190655956,8,1
136.41801970450607,66,Two year,46.049726054828795,6,1
70.5962182354412,34,One year,34.729771362664266,1,1
21.408894692438786,36,Month-to-month,36.44905308279082,7,1
137.69965693450428,6,Two year,43.08454518936726,6,0
31.86726798219736,39,Two year,13.70357946710955,7,0
61.510772886753934,42,One year,40.35354519333515,2,0
143.50805571660464,58,One year,9.762030147824602,6,1
143.5789291018823,12,Two year,17.26709761224439,9,1
94.5469254560272,3,Month-to-month,16.780522713492136,8,0
102.1388375820739,18,Two year,48.926273419457026,2,1
78.29791785718157,40,One year,42.82686118739634,9,1
58.11740032074839,21,Month-to-month,35.058493079512985,5,1
62.72639089808907,15,Month-to-month,36.35283808076951,1,1
107.42739929001499,26,Two year,28.103639720128555,1,1
117.8086888268984,8,One year,47.35453335542596,4,0
122.9052756843603,42,Two year,24.812937644118076,4,1
122.650358563292,44,Two year,19.025885493494727,6,0
31.85679339632975,14,Two year,8.15176684657955,1,1
84.27463961133559,2,Month-to-month,39.3102826130529,6,1
27.482638802163756,37,Month-to-month,36.72219660377957,4,0
91.43875470208562,69,One year,19.217751926206745,5,1
77.39896517853902,38,One year,1.259670697961468,7,0
135.40154375857895,41,Two year,41.949866385900535,9,0
65.61895163177023,62,Two year,0.5708991727036816,3,1
35.21871213558876,60,Two year,35.18498898145255,6,0
38.588918666868665,14,One year,48.512855486302854,5,1
118.99638212327139,2,Month-to-month,21.883066407410173,9,1
100.36834823111394,70,Month-to-month,11.748670249797637,1,1
33.145947895962735,17,Two year,35.243550502169086,7,0
30.933884794949666,28,Two year,40.85640710077926,9,1
111.1259870896856,66,Two year,27.321515803892364,8,0
29.45919082734516,35,Two year,48.35176376280731,4,0
126.84180770774631,5,One year,2.5834360828980554,9,0
111.8114895303445,65,Month-to-month,25.239779915226407,3,0
30.57534148344697,40,Two year,35.9226973661275,5,0
31.02890283107495,56,One year,43.13202355745895,7,0
148.2631452051528,36,Two year,8.962780595389502,2,1
68.65520344829565,45,Two year,40.00017408818407,9,1
68.18347911869583,23,Month-to-month,27.635353785927265,0,1
125.66394374347533,47,Two year,19.82768409949816,3,1
143.14231505990165,31,Month-to-month,6.585751428954678,3,1
148.1801382969732,11,Month-to-month,43.26478794544562,0,1
117.9391640836624,10,Month-to-month,7.863660408985767,8,1
68.91374611901905,67,One year,15.489392960454962,2,0
30.85509317082694,14,One year,14.502276598121844,4,1
121.02909907056679,10,Month-to-month,43.57070170954272,5,1
92.59255246565466,1,Two year,33.6351497104449,7,1
75.14886120210691,5,Month-to-month,39.834069859568615,5,0
137.8260700623157,20,Two year,12.523394939624948,2,0
34.45567269979968,8,Month-to-month,31.243704980349946,5,1
84.04126355781169,43,Two year,28.587299157187434,0,1
21.47597381976448,1,One year,41.64151883941356,3,1
80.92588345923642,57,Two year,45.304353024063026,5,1
27.319425838638857,64,Month-to-month,0.6078385738693404,6,1
35.44632911484935,28,One year,33.700995952939635,9,1
35.27841208102363,37,Two year,2.5917899559864512,2,1
104.39733927508826,47,Two year,27.442933253867796,8,1
116.98583430450503,37,Two year,14.38163645218391,6,0
95.83793946263076,49,Two year,15.33882997610706,0,0
145.08243130169046,44,Two year,17.64792517261783,1,1
68.73317533808154,56,One year,31.064622452480506,0,1
57.1425712166419,28,One year,16.70249828343846,8,1
132.91788666462983,6,One year,36.63495252951402,8,1
49.06745900752884,61,One year,20.226369278693486,6,0
145.21893012727946,20,Month-to-month,3.4176600154979306,9,1
21.580081709676126,2,One year,39.187992124205365,2,0
146.08424747199308,37,Two year,14.2879162296353,4,1
25.610788553574896,20,Two year,21.638343979963132,3,0
135.84860478074924,26,One year,34.27219416109508,6,1
88.60114418121898,29,Two year,16.6228078574356,8,0
149.08542349550905,1,One year,2.8292828073357814,1,1
29.593553415601853,35,Two year,18.69605235064068,7,0
92.0010569721717,70,Month-to-month,47.22242913471517,8,1
146.00932963048285,59,Month-to-month,32.08671986492791,9,1
88.00271974211935,69,One year,33.57395743336035,9,0
101.82182295758413,33,One year,31.614107681881993,8,0
110.44732956800023,51,One year,9.949606947971839,9,0
79.09033841981052,12,Two year,20.916693205114008,6,0
101.58255041092825,20,One year,37.54698991816591,8,0
95.96086055000303,53,Month-to-month,5.068644877657958,8,1
137.15054136382855,43,Two year,13.892638804485614,2,1
25.908029444389523,50,One year,13.815955423292682,3,1
56.525214646989944,29,Two year,21.6009463797253,1,0
143.55349292995265,57,Two year,49.01843704710925,9,1
135.73429190581913,39,One year,3.375127334191097,2,1
79.23537786214268,56,Two year,25.935049719029752,4,0
100.61723771419977,43,Month-to-month,8.968234100610523,4,0
56.05955378754725,50,Month-to-month,48.53382727048721,5,1
44.455750764088975,23,Two year,5.66517523637321,6,1
80.28079264219768,44,One year,20.180050118079564,6,1
65.93578964338687,38,Two year,36.89424924173031,0,1
95.87529454061337,23,Month-to-month,35.227721401372264,1,1
30.10550280544803,45,Two year,21.136431844696613,8,0
146.67132499660164,52,Two year,17.326208397635913,9,0
148.20739678234838,50,Month-to-month,19.88061892764353,1,1
110.76102282256687,8,Two year,13.213813157931964,5,1
89.69252762473565,1,Two year,10.26664693533999,0,0
60.23859011722261,8,One year,24.1519848779445,2,1
125.79335256190333,29,One year,13.426687803380366,1,1
109.01505243200431,5,Month-to-month,14.373083244862507,2,1
41.14020211483587,47,Month-to-month,32.837803173727856,4,1
138.42053398419952,34,Month-to-month,48.42686658499461,9,1
126.92984158001197,65,One year,30.181860027968753,5,0
143.47398872795014,55,Month-to-month,3.848973353248314,8,1
114.3435360904868,43,Month-to-month,3.779180692703349,9,1
99.74397547165267,30,Month-to-month,47.5711610422783,3,1
74.37159471778045,17,One year,14.864539515366681,6,0
141.25470283602172,26,Two year,4.603349304123771,5,1
132.58830563505308,8,Month-to-month,29.952229357519077,1,1
25.878427113804623,47,Two year,31.182438914513305,9,0
23.42770668464276,72,Month-to-month,32.42524100593441,7,1
68.94023769414645,46,Two year,13.370101392877064,6,0
125.37193300163828,68,One year,0.7555342107237517,6,1
148.34589681094278,33,One year,48.25076847272359,7,1
39.554195843458665,1,Month-to-month,12.544652284555124,0,1
97.23699299577757,19,Two year,33.801314402627376,0,1
69.51581136203279,31,One year,35.331493493935476,7,0
